,word,clusters,source
1996,appropriately defined,"appropriately behaving, appropriately configured, appropriately deal, appropriately defined, appropriately defining, appropriately described, appropriately explained, appropriately justified, appropriately named, appropriately redefined, appropriately transformed, inappropriately attributed, inappropriately described",5
1997,arbitrarily chosen,"arbitrarily chosen, arbitrarily smooth, arbitrary choice",5
1998,arises merely,"applies merely, apply merely, arises merely, arises whenever, asymmetries merely, based merely, consist merely, exist merely, forbidden merely, loss merely, manifested merely, mesons thereby, using merely, valid merely, vanishing completely",5
1999,assess,"Awareness, address, answers, assert, asserts, assess, assessment, awareness, essays, fairness, massless, sameness, useless, weakness",5
2000,attribute positive,"attract positive, attribute distinctive, attribute objective, attribute positive, attributed negative, attributed positive, attributing existence, contribute positively, contributing positively",5
2001,balanced,"advanced, balance, balanced, balances, galaxies, imbalance, imbalance due, imbalances, unbalanced",5
2002,catastrophic,"catastrophe, catastrophic, catastrophic vacuum, enantiomorphic",5
2003,changes involved,"bodies involved, change involved, change involving, change observed, changes involved, charges involved, distances involved, energies involved, level involved, phenomena involved, quantity involved",5
2004,charge particles,"charge particle, charge particles, charged particle, charged particles, hole particle, observe particles, opposite-charge particles, source particles",5
2005,charge relative,"chance meeting, change relative, charge conjugation, charge neutrality, charge relative, charge remains, chargescoordinative, occurs relative, unchanged relative",5
2006,charges backward,"charge appears, charge backward, charges allows, charges appear, charges backward, charges forward, energies backward, relative backward, running backward, trajectory backward, traversed backward",5
2007,classical context,"Historical context, celestial object, classical concept, classical context, classically contained, limited context, local context, physics context, semi-classical context",5
2008,classical formula,"classical astronomical, classical cosmology, classical formula, semi-classical formula",5
2009,completely arbitrary,"completely arbitrarily, completely arbitrary, completely ignorant, completely satisfactory",5
2010,concentrated,"concentrate, concentrate instead, concentrated, concentration, concentrations, concept somewhat, concepts related, contemplated",5
2011,conception regarding,"conception regarding, conclusions regarding, condition entering, considerations regarding, constraint regarding, context regarding, convention regarding, discussion regarding, mentioned regarding, propagation Regarding",5
2012,contained inside,"contained inside, maintained despite",5
2013,conventional theory,"conventional bi-metric, conventional energy, conventional stress-energy, conventional theory, conventional thermodynamics",5
2014,cosmological constantnegative,"cosmological constantdiscrete, cosmological constantnegative, cosmological constantprinciple, cosmological modelsnegative",5
2015,creation involving,"attraction involving, configurations involving, creation favorable, creation involving, description involves, equations involving, fluctuations involving, formulation involving, interaction involving, operation involving, phenomena involving, phenomenon involving, predictions involving, transitions involving, vertex involving",5
2016,creation quantum,"conceptionquantum, conventional quantum, creation Currently, creation quantum, dilationquantum, directionquantum, fermion quantum, gravitonsquantum, operations quantum, seefermion quantum, uncertain quantum",5
2017,creationsecond,"conditionssecond, creation event, creationenergy, creationsecond, freedomsecond, horizonsecond, informationsecond, motionsecond, neutrons bound, pair creationsecond, propagationsecond, radiationsecond, reductionsecond, regions devoid, violationsecond",5
2018,current interpretation,"Dirac's interpretation, appropriate interpretation, consistent interpretation, current interpretation, discussed interpretation, incorrect interpretation, proposed interpretation",5
2019,current quantum,"Current quantum, current programs, current quantum, momentaquantum, momentumquantum",5
2020,definite energy,"definite energy, definite meaning, definite quantity, dominant energy, radiate energy, redefined energy",5
2021,density observed,"densities encountered, density averaged, density measured, density observed, easily disposed, outside observer, spin observed, tendency observed, write observer",5
2022,direction associated,"action associated, direction associated, direction essentially, direction opposite, distinctions associated, distribution associated",5
2023,directly observed,"difference observed, directly connected, directly discernible, directly measuring, directly observable, directly observed, directly observing, directly related, effects observed, field observed, indirectly relevant, strictly obeyed",5
2024,discuss,"discuss, discuss arose, discussed, discussed map, discussing, discussion, disrupt, finally discuss",5
2025,discussed requirement,"absolute requirement, decisive requirement, discussed equivalence, discussed requirement, discussed requirements, motivated requirement, perceived requirement",5
2026,distinct degrees,"discrete degrees, distant galaxies, distinct categories, distinct degree, distinct degrees, distinct metric, distinct motives, distinct phenomena, distinct problem, remaining degrees",5
2027,distinguished,"distinguish, distinguish backward, distinguish time-reversed, distinguished, distinguishes, distinguishing",5
2028,distribution surrounding,"distributed throughout, distribution extending, distribution surrounding",5
2029,distributionsecond,"contributionsequations, disintegrationsecond, distribution conveyed, distribution depends, distribution seehomogeneous, distributionlocal, distributionsecond, distributionslocal, distributionvoids, initial distributionsecond, mass reductionsecond",5
2030,dynamic equilibrium,"dynamic equilibrium, lawdynamic equilibrium, sourcedynamic equilibrium, static equilibrium, thermodynamic equilibrium",5
2031,earlier publicationsgeneral,"earlier interpretationsgeneral, earlier publicationsgeneral, theory justificationsgeneral",5
2032,effectively allows,"collectively denote, effectively absorb, effectively allow, effectively allowed, effectively allows, effectively amounts, effectively balance, effectively balances, effectively grows, effectively ignore, effectively implies, effectively null, effectively places, effectively shown",5
